CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
640.0,Spain,Male,54,2,109650.72,1,0,1,168236.87,0
576.0,Spain,Female,29,7,126195.67,2,0,1,76459.28,1
591.0,France,Female,33,4,0.0,1,0,0,120663.52,0
406.0,Germany,Female,33,8,126748.57,2,1,0,46306.28,1
656.0,Germany,Male,34,4,97311.1,1,1,0,145705.44,1
600.0,France,Male,55,6,63638.03,2,0,0,66120.02,1
804.0,Spain,Male,39,1,0.0,1,1,0,15708.43,0
465.0,Spain,Male,20,9,206431.49,1,1,1,137750.44,0
602.0,Germany,Female,43,10,87620.42,2,1,0,100709.37,1
689.0,France,Male,44,0,128915.21,1,0,0,55453.33,0
587.0,France,Male,32,9,0.0,2,1,0,30199.57,0
696.0,France,Male,18,9,65981.53,1,0,1,182673.87,0
468.0,Spain,Female,47,3,101709.92,2,0,1,53797.06,0
801.0,Spain,Male,40,3,16743.54,2,0,0,57929.67,0
721.0,Spain,Female,35,8,0.0,2,1,0,43955.28,0
471.0,Spain,Male,23,4,87817.11,1,0,0,147226.29,1
619.0,France,Male,45,1,0.0,1,0,0,22293.76,1
607.0,Spain,Female,59,7,62274.27,2,0,0,107417.9,1
523.0,Spain,Female,21,6,124615.99,1,0,1,192327.97,0
700.0,France,Male,38,3,196516.41,2,1,1,92476.34,0
564.0,Spain,Female,22,6,168746.32,2,1,0,168009.83,1
612.0,France,Female,53,8,51835.56,1,1,0,78956.97,0
519.0,Germany,Female,23,6,179293.25,1,0,1,82993.61,0
769.0,France,Female,24,10,0.0,2,1,0,159140.1,0
576.0,Spain,Female,38,0,171945.66,1,1,0,189334.95,0
669.0,Germany,Male,36,0,0.0,1,1,0,104801.16,1
554.0,Spain,Male,39,8,0.0,1,1,0,121746.74,0
650.0,Spain,Male,36,9,0.0,2,0,1,151577.86,0
687.0,Germany,Female,45,10,184262.22,1,1,1,170615.73,0
758.0,France,Female,44,10,17261.1,1,1,1,114933.78,0
796.0,Germany,Female,37,3,0.0,2,0,0,51820.81,0
678.0,France,Male,45,5,42581.06,1,1,1,108476.38,0
551.0,France,Male,18,8,0.0,1,1,0,193575.76,1
665.0,France,Female,44,2,136338.03,1,1,0,67240.32,0
488.0,Spain,Female,45,8,185655.47,2,1,1,114171.57,1
645.0,France,Male,26,5,0.0,1,1,0,79247.72,0
707.0,France,Male,35,5,110431.3,2,1,0,177864.53,1
520.0,France,Female,64,10,0.0,2,0,0,107683.58,1
704.0,France,Female,32,4,93875.72,2,1,1,3551.22,0
625.0,Spain,Female,29,3,0.0,1,1,1,162715.34,0
560.0,France,Female,18,4,0.0,1,1,1,104695.8,0
817.0,France,Female,37,6,162089.69,2,1,0,154149.34,0
693.0,France,Male,48,2,122447.22,1,1,1,70617.94,0
702.0,France,Female,39,6,0.0,2,1,1,155347.13,0
644.0,France,Female,18,9,0.0,1,0,1,90391.91,0
792.0,Spain,Male,37,7,24249.41,2,0,1,47062.85,0
490.0,Spain,Male,22,10,0.0,2,0,1,32152.29,0
720.0,France,Male,40,10,160267.32,2,1,1,86516.1,0
503.0,France,Female,42,5,95286.1,2,1,1,143114.07,0
725.0,France,Female,37,10,141585.73,2,0,0,82511.82,0
608.0,Germany,Male,33,0,0.0,1,1,1,45491.88,0
553.0,Spain,Female,43,10,78235.21,2,0,0,111761.99,1
613.0,Germany,Female,49,3,172318.05,2,1,1,149754.2,0
559.0,France,Female,18,2,0.0,1,0,0,193891.59,1
631.0,Spain,Female,25,4,36944.87,1,0,1,11114.7,0
581.0,Spain,Female,18,6,0.0,1,1,1,179366.6,0
571.0,Spain,Male,35,5,0.0,2,1,1,136549.76,0
564.0,Germany,Male,27,9,0.0,1,1,1,114755.92,0
704.0,France,Male,32,4,87086.19,2,1,1,130459.81,0
850.0,Spain,Male,43,5,131170.89,1,0,0,12663.64,0
692.0,France,Female,28,4,132838.49,1,0,1,135278.95,0
630.0,Spain,Male,35,1,0.0,1,0,0,99774.67,0
575.0,France,Male,23,5,0.0,2,1,0,173523.87,0
697.0,Germany,Male,31,0,0.0,2,0,1,103736.36,0
678.0,Spain,Female,43,10,0.0,1,0,0,144334.0,0
737.0,Spain,Female,35,5,0.0,1,1,0,91463.49,0
850.0,Spain,Male,36,8,52560.19,2,0,0,156246.71,0
566.0,Germany,Female,29,7,82179.61,1,0,0,192427.43,1
676.0,France,Female,42,1,81512.35,1,1,0,35695.68,1
742.0,France,Female,50,6,0.0,2,1,1,73007.25,0
695.0,France,Female,47,6,0.0,2,1,1,85549.12,0
658.0,Spain,Male,32,9,72846.02,1,0,0,91159.77,0
694.0,Spain,Male,41,4,63067.07,1,1,1,119791.56,0
696.0,Spain,Female,34,5,71668.43,2,1,0,35138.39,1
405.0,Germany,Male,18,0,0.0,1,1,1,192400.91,0
675.0,France,Male,37,3,0.0,1,0,0,44864.23,0
565.0,Spain,Female,30,4,157298.47,2,1,0,38778.26,1
760.0,Spain,Male,33,4,133939.15,2,1,0,32942.12,0
672.0,Spain,Female,39,7,68506.4,1,1,0,84608.16,0
626.0,Spain,Male,42,10,100975.96,1,1,1,21449.21,0
699.0,France,Male,39,1,127124.65,1,1,1,48862.65,0
703.0,Spain,Female,31,6,0.0,1,0,1,102279.69,0
705.0,France,Female,25,10,0.0,1,1,0,151279.28,0
510.0,France,Male,56,3,0.0,2,1,1,141348.57,0
651.0,France,Male,41,4,0.0,1,1,1,111942.16,0
628.0,Spain,Female,39,8,0.0,1,1,0,64520.64,1
689.0,Spain,Male,33,6,0.0,1,1,1,61940.79,0
556.0,Germany,Male,37,7,59090.95,2,0,1,179258.72,1
590.0,France,Female,34,1,0.0,2,1,0,86470.13,0
642.0,Spain,Female,36,10,0.0,3,0,0,118191.9,1
637.0,Germany,Male,34,7,65895.28,1,0,0,142107.82,0
761.0,Spain,Male,36,3,211377.95,2,1,0,109161.27,0
499.0,France,Male,44,5,80904.08,1,1,0,151092.85,0
790.0,France,Male,44,10,89118.9,2,1,0,12889.99,0
680.0,France,Female,24,2,184949.46,2,1,0,67087.15,1
653.0,France,Male,40,4,0.0,2,1,0,72979.9,0
743.0,France,Female,38,2,65290.34,1,1,0,193307.27,0
674.0,Spain,Female,29,0,0.0,1,1,0,162751.86,0
626.0,France,Female,20,10,0.0,1,0,0,103725.42,0
589.0,Spain,Female,37,8,0.0,2,1,0,178542.0,0
620.0,Spain,Male,47,2,0.0,2,1,1,44270.02,0
792.0,France,Male,55,1,57931.86,2,1,0,41670.91,0
700.0,Spain,Female,38,3,0.0,2,1,1,135672.04,0
601.0,Germany,Female,52,3,0.0,1,1,0,156326.54,0
578.0,France,Male,44,10,0.0,2,0,0,91256.92,0
690.0,France,Male,27,8,168895.43,1,0,1,90736.36,0
557.0,France,Female,39,4,98283.12,1,0,0,176651.73,0
699.0,France,Male,36,10,195040.81,1,0,0,53643.93,1
686.0,France,Female,55,9,141462.14,4,0,0,102173.63,1
791.0,Spain,Female,39,4,121521.38,2,0,1,58027.75,0
689.0,Germany,Female,56,3,36775.68,1,1,0,46792.23,1
518.0,France,Male,34,10,0.0,1,1,1,34699.67,0
676.0,France,Female,35,3,0.0,2,1,1,163305.33,0
577.0,France,Female,61,1,178888.37,1,0,1,91308.04,0
583.0,Spain,Male,35,6,165201.24,2,1,0,114327.09,0
699.0,France,Female,36,8,98339.61,2,1,1,39030.9,0
834.0,France,Female,43,0,0.0,2,0,0,68361.69,0
709.0,Germany,Female,45,7,109987.78,1,1,1,199593.06,0
522.0,Spain,Male,43,7,145480.91,2,0,0,120039.81,0
742.0,France,Male,33,10,103488.04,3,0,0,177167.64,1
579.0,Germany,Female,44,0,0.0,1,1,1,177611.11,0
777.0,France,Male,51,10,159609.98,2,1,0,146175.65,1
805.0,Germany,Female,23,3,147995.49,2,1,0,93862.61,0
593.0,France,Male,32,7,142176.18,1,1,1,74323.88,0
498.0,Spain,Female,59,5,170647.37,1,0,1,161856.55,1
522.0,France,Female,50,10,110844.26,2,1,1,120543.23,0
535.0,France,Female,40,5,0.0,1,1,0,17325.63,0
528.0,Spain,Male,40,8,23037.23,2,1,0,31422.48,0
567.0,France,Female,39,1,6260.34,2,1,0,169803.86,1
678.0,France,Male,33,9,110631.98,2,1,1,31963.29,0
741.0,Germany,Female,27,10,0.0,2,1,0,2463.57,1
628.0,Spain,Male,39,2,66367.45,1,1,1,33882.69,0
600.0,France,Male,49,1,44822.78,1,1,1,59351.02,0
654.0,Germany,Male,40,3,40276.8,2,0,0,98366.99,1
582.0,France,Male,45,4,88310.84,2,0,0,47989.22,0
640.0,Germany,Female,35,4,149551.09,1,1,0,125954.81,0
801.0,France,Male,54,1,125144.7,2,1,0,116638.95,1
512.0,France,Female,55,8,95389.22,2,1,0,133993.34,1
508.0,Spain,Male,26,8,149368.23,1,1,0,169296.23,0
613.0,Spain,Male,41,8,93641.2,2,1,1,28641.7,1
735.0,France,Female,51,4,106245.17,2,1,1,175015.19,0
573.0,France,Female,42,9,28693.31,1,1,1,180831.3,0
569.0,Spain,Male,47,5,105367.54,1,1,0,145549.29,0
753.0,France,Male,18,2,0.0,2,0,0,118944.66,0
605.0,Spain,Female,48,0,57988.6,1,0,1,86366.85,0
729.0,Germany,Female,47,9,53318.49,1,0,1,17238.47,0
350.0,Germany,Male,32,2,144380.07,2,1,0,68439.21,1
787.0,Germany,Female,29,5,0.0,2,0,0,105853.56,0
779.0,Germany,Female,39,7,34477.6,1,1,0,29196.3,0
813.0,Spain,Female,51,2,0.0,2,0,1,30413.33,0
732.0,Germany,Female,63,6,0.0,1,0,1,192711.18,0
555.0,Germany,Male,35,3,129314.73,3,0,1,116916.01,1
691.0,France,Male,30,2,0.0,2,1,0,19290.09,0
824.0,Spain,Female,40,5,52792.26,1,1,1,169206.28,1
670.0,France,Male,38,0,104208.66,2,1,1,85269.75,0
538.0,Germany,Female,28,5,41314.15,2,0,1,134398.0,0
783.0,Germany,Male,54,9,115532.91,2,1,1,81373.55,0
696.0,Spain,Male,42,10,0.0,1,1,1,12537.54,0
480.0,France,Male,31,2,0.0,2,1,1,113832.21,0
827.0,France,Female,42,7,0.0,1,1,1,184298.16,0
650.0,France,Female,46,9,0.0,1,0,1,106599.89,0
693.0,France,Female,36,10,0.0,2,1,0,28675.74,0
709.0,France,Male,29,4,115090.48,4,1,1,12381.73,1
629.0,Spain,Female,50,4,194747.32,1,1,1,146136.3,1
667.0,Spain,Male,44,3,0.0,1,1,0,29286.33,1
609.0,France,Female,28,0,83197.07,2,1,0,29526.95,0
699.0,France,Female,40,1,0.0,1,1,1,97943.04,0
696.0,Germany,Female,46,0,71475.71,2,1,1,157189.54,0
844.0,France,Female,32,0,0.0,2,1,1,156592.38,0
661.0,France,Female,44,2,0.0,1,1,0,9929.37,0
585.0,France,Male,30,2,0.0,2,0,0,60077.35,0
712.0,Spain,Female,30,8,0.0,1,1,1,170260.16,0
468.0,France,Female,35,6,23394.09,1,0,0,105451.01,0
534.0,Spain,Female,52,3,0.0,2,1,0,197707.67,1
654.0,France,Male,41,9,40001.42,1,0,0,80382.04,0
846.0,France,Female,23,6,0.0,1,0,0,65681.03,0
850.0,France,Male,37,10,13902.31,1,0,1,170572.0,0
576.0,Germany,Male,38,8,34722.94,2,1,0,75319.8,0
660.0,Spain,Male,40,7,146873.57,2,0,0,68255.76,1
770.0,France,Female,30,0,43088.99,2,0,1,194263.56,0
629.0,Spain,Female,43,8,111298.96,2,1,1,113133.04,0
657.0,Germany,Female,41,5,142535.75,1,1,1,7565.19,0
492.0,France,Female,38,7,86994.87,2,0,1,178654.98,0
687.0,Spain,Female,33,10,144679.44,1,0,0,6578.98,1
724.0,Germany,Female,18,6,0.0,2,1,0,148382.6,0
794.0,Germany,Male,38,3,0.0,1,0,1,60866.75,0
481.0,Germany,Female,55,3,0.0,2,1,1,131957.49,1
432.0,France,Male,23,1,0.0,2,1,1,61160.78,0
835.0,Spain,Male,24,6,121672.93,2,1,0,196112.53,0
595.0,France,Female,42,4,0.0,2,0,0,72395.28,1
739.0,France,Male,48,5,0.0,2,0,1,19045.19,1
643.0,France,Female,34,8,29323.89,2,0,0,138983.09,0
718.0,France,Male,39,3,96357.27,1,1,1,88220.27,0
662.0,France,Male,44,9,92919.51,1,1,0,164461.82,1
767.0,Germany,Female,32,3,218247.25,1,1,0,121155.94,1
850.0,Germany,Male,30,0,44005.93,2,1,1,123097.78,0
679.0,France,Male,31,8,117587.79,4,0,0,195466.31,1
823.0,Germany,Male,84,3,0.0,1,0,0,158026.53,0
585.0,Germany,Male,34,5,0.0,3,1,0,191265.71,1
554.0,France,Female,29,8,0.0,1,0,1,121699.66,0
662.0,France,Male,36,6,158879.99,2,0,1,9811.57,0
438.0,Spain,Female,33,9,0.0,1,1,0,15845.01,0
501.0,Spain,Female,45,7,163607.38,1,1,0,136708.39,0
560.0,France,Female,46,6,90177.89,2,1,0,179259.59,1
466.0,France,Female,35,5,131668.72,1,0,0,136038.85,0
681.0,France,Female,45,1,0.0,1,0,1,176552.12,1
427.0,France,Male,28,6,67080.08,2,1,0,87778.48,0
731.0,France,Male,42,9,0.0,3,1,0,134269.13,1
839.0,France,Male,52,0,188512.2,2,1,1,97170.79,0
788.0,France,Male,18,1,73386.23,1,1,1,160916.61,0
690.0,Germany,Male,26,3,176501.67,1,1,1,74810.18,0
732.0,France,Female,33,8,62622.08,1,1,0,88040.33,1
474.0,Spain,Female,36,3,125581.17,2,1,1,150064.79,0
558.0,Germany,Male,45,10,0.0,2,1,1,123914.59,0
519.0,Spain,Female,36,0,0.0,2,0,1,131915.35,0
743.0,France,Female,37,2,207106.97,2,1,1,57468.0,0
642.0,France,Male,27,2,130844.6,2,0,1,189321.62,0
630.0,France,Male,46,7,0.0,1,0,0,63332.61,1
595.0,France,Female,40,1,141883.77,1,0,0,129191.51,0
530.0,Spain,Male,45,0,118044.1,1,0,1,32762.87,0
790.0,Germany,Female,30,3,64816.27,1,1,1,147122.15,0
589.0,France,Male,33,1,120218.57,1,1,1,143731.13,0
793.0,France,Male,32,5,102489.24,1,1,0,43401.07,0
629.0,Spain,Male,39,8,0.0,2,1,0,85227.26,0
712.0,Germany,Male,18,7,91552.35,2,0,0,129559.38,0
615.0,France,Female,18,5,187672.51,2,0,0,88949.1,1
701.0,Germany,Male,47,0,54828.13,2,1,0,129021.96,1
673.0,France,Female,28,9,0.0,1,0,1,172517.31,0
590.0,Germany,Male,47,3,80870.32,1,1,1,162835.17,0
533.0,Germany,Male,26,2,121812.49,2,1,1,172824.43,0
735.0,Germany,Male,29,8,0.0,1,1,1,183229.23,0
585.0,France,Female,36,10,0.0,2,1,1,102166.04,0
723.0,France,Female,52,7,0.0,2,0,1,87279.02,0
807.0,Spain,Female,35,3,41887.11,1,1,1,43268.86,1
659.0,France,Male,40,3,0.0,2,1,0,162822.77,0
679.0,France,Male,35,4,169044.84,1,1,1,56827.78,0
683.0,Spain,Male,34,10,127501.45,1,1,1,87820.64,0
565.0,France,Female,31,8,0.0,1,1,0,157483.34,0
688.0,Germany,Female,25,1,34734.05,2,1,1,25117.07,0
623.0,France,Male,36,5,0.0,2,1,0,12198.75,0
692.0,Germany,Female,36,8,0.0,2,0,1,191809.12,0
470.0,Germany,Male,38,2,106767.74,1,1,0,122573.9,1
686.0,Spain,Male,29,10,0.0,2,1,1,112284.04,0
755.0,France,Female,47,10,125813.3,1,1,1,117438.79,0
595.0,Germany,Male,18,10,180586.48,1,1,1,128578.52,0
763.0,Spain,Female,38,9,63992.82,1,0,0,41269.31,0
761.0,France,Male,46,5,0.0,1,1,1,66816.72,0
500.0,France,Female,48,0,129736.12,2,1,0,199778.02,0
618.0,Germany,Female,26,3,98391.84,1,0,0,134899.58,1
593.0,France,Male,29,0,0.0,3,1,0,63640.01,1
711.0,France,Male,45,7,0.0,2,1,1,113736.52,0
770.0,Germany,Male,33,7,0.0,2,0,1,108811.98,0
630.0,France,Female,33,9,24017.48,1,1,1,94538.85,0
698.0,France,Female,32,2,88246.28,1,0,0,15807.06,0
714.0,France,Male,26,8,0.0,1,1,1,74750.06,0
787.0,Spain,Female,28,1,0.0,1,0,1,182969.89,0
687.0,France,Male,36,10,0.0,2,1,0,17824.73,0
529.0,France,Male,39,8,83773.83,2,1,0,83565.39,0
706.0,Germany,Male,47,8,85737.22,2,0,0,153263.62,1
570.0,France,Female,44,2,215202.97,1,1,1,125301.85,0
741.0,Spain,Male,46,7,12674.86,2,1,1,195306.82,0
636.0,Germany,Female,32,6,81681.47,2,1,1,191158.43,0
492.0,France,Female,52,10,8457.9,1,1,1,142479.97,1
605.0,France,Male,49,8,95551.65,1,1,0,181606.14,0
641.0,Germany,Male,47,1,0.0,2,1,0,68570.1,1
537.0,Germany,Female,41,4,66334.9,1,0,1,117061.28,1
615.0,France,Female,58,1,6011.34,1,1,0,51974.49,0
687.0,Spain,Male,35,9,225971.94,2,0,1,139778.46,1
850.0,France,Male,31,9,0.0,2,1,0,132473.27,0
573.0,Germany,Male,44,3,0.0,1,1,0,5481.75,0
718.0,France,Male,42,7,102813.63,2,0,1,109394.54,0
660.0,Spain,Female,48,1,8528.14,1,0,0,18090.3,0
667.0,Spain,Female,28,5,0.0,1,1,1,48686.97,0
413.0,Germany,Male,41,10,0.0,1,1,1,82735.98,0
850.0,Spain,Male,43,10,0.0,2,1,1,54052.27,0
631.0,France,Female,33,1,173852.8,1,1,1,139496.84,0
568.0,France,Female,32,7,190738.16,1,1,0,110998.05,1
596.0,France,Male,30,0,51310.03,2,1,0,191241.78,0
689.0,France,Male,44,6,0.0,1,1,1,124390.78,1
662.0,Germany,Female,57,8,0.0,1,1,1,125483.19,0
752.0,Spain,Male,33,10,0.0,2,0,1,58103.87,0
642.0,Spain,Male,38,10,0.0,2,0,1,122634.91,0
676.0,France,Female,40,4,53841.28,2,1,1,147331.57,0
629.0,France,Male,49,6,148909.81,1,1,0,28553.91,0
726.0,Spain,Female,50,8,0.0,2,1,0,102671.96,0
497.0,France,Female,30,3,127840.53,2,1,0,99600.43,1
562.0,Spain,Female,21,6,0.0,1,0,1,134159.08,0
632.0,Germany,Female,42,8,0.0,1,1,1,135120.11,0
620.0,France,Female,46,9,99731.75,2,0,1,27617.9,0
614.0,Germany,Female,39,8,0.0,2,1,0,4867.67,0
486.0,Spain,Female,18,9,181085.95,2,1,1,28810.79,0
638.0,France,Male,18,6,0.0,1,1,1,23128.59,0
651.0,France,Male,48,2,0.0,2,1,0,188641.7,0
645.0,Germany,Female,46,1,0.0,1,1,0,13805.41,0
661.0,France,Female,39,6,81145.5,2,1,1,124103.55,0
693.0,Spain,Female,59,6,0.0,2,1,1,3939.6,0
479.0,Spain,Female,35,5,0.0,2,1,1,160302.74,0
674.0,Spain,Female,48,10,0.0,2,1,0,17921.23,0
604.0,France,Female,31,8,61872.43,1,1,0,1837.67,1
413.0,Germany,Male,49,2,61582.71,1,1,1,146904.94,0
661.0,Spain,Female,36,3,101194.7,1,1,0,183622.7,0
719.0,France,Female,32,10,0.0,1,1,1,142515.98,0
675.0,France,Male,54,9,36759.61,1,1,0,186276.89,0
512.0,Spain,Female,35,2,131115.25,1,0,1,41388.1,1
729.0,France,Female,54,10,0.0,1,1,1,11166.52,0
698.0,France,Male,52,5,0.0,1,1,0,44702.89,1
521.0,Spain,Male,61,0,135313.51,2,1,1,3724.05,0
683.0,Germany,Female,33,2,0.0,2,0,1,194759.33,0
562.0,France,Female,34,3,0.0,1,1,1,40797.07,0
661.0,France,Male,44,4,162786.76,2,1,1,23355.94,0
633.0,France,Female,33,6,113263.99,1,0,0,121838.34,0
523.0,Germany,Female,36,8,0.0,1,1,1,60397.27,0
707.0,France,Female,37,4,179464.76,2,0,0,97743.57,1
729.0,France,Female,41,10,64048.83,2,0,0,77966.51,0
674.0,Spain,Male,50,9,0.0,1,1,0,58833.46,0
787.0,Germany,Female,39,8,53107.87,1,0,1,124373.61,0
579.0,Spain,Female,43,0,46281.41,2,1,0,37064.61,0
475.0,Germany,Male,34,8,129645.29,2,1,0,118182.78,0
767.0,France,Male,52,0,0.0,2,1,0,176799.28,0
459.0,Germany,Male,39,0,238773.26,2,1,0,61244.7,1
711.0,France,Male,51,9,0.0,2,0,0,14834.78,0
596.0,France,Male,43,7,40403.19,1,1,1,138014.34,0
665.0,France,Male,34,9,73905.58,1,1,0,12950.2,0
490.0,France,Male,50,9,127176.03,1,1,0,68339.36,0
714.0,Spain,Male,46,8,0.0,1,1,0,125116.73,1
731.0,Spain,Male,28,7,0.0,1,1,1,161635.88,0
806.0,France,Male,46,10,0.0,2,1,1,36525.72,0
718.0,Germany,Female,42,9,127591.96,2,1,0,16198.77,1
634.0,Spain,Female,52,1,68551.27,2,0,1,138560.13,0
701.0,France,Female,18,10,0.0,1,1,1,75894.21,0
596.0,France,Male,54,6,0.0,2,0,0,34732.18,0
850.0,Spain,Male,43,8,0.0,2,1,1,138015.01,0
683.0,Germany,Male,44,7,125250.59,1,0,1,110341.65,0
804.0,Germany,Female,40,0,116693.77,1,1,0,79889.76,0
662.0,Spain,Female,40,9,102945.69,1,1,1,195581.06,0
569.0,France,Female,47,1,0.0,1,1,1,105640.45,0
649.0,France,Female,27,4,0.0,2,1,1,57288.68,0
598.0,Germany,Female,47,2,0.0,2,1,1,98509.5,0
703.0,Spain,Female,45,6,14877.5,1,1,1,195325.76,0
758.0,Germany,Male,47,9,47814.68,2,1,1,45717.97,0
555.0,France,Female,45,9,115738.75,2,1,1,186495.7,0
736.0,France,Male,28,8,173555.9,2,1,1,109558.95,0
574.0,France,Male,39,5,0.0,1,1,1,147125.97,0
565.0,France,Female,46,8,0.0,2,1,0,69550.14,1
533.0,France,Male,36,9,105043.27,1,1,0,99755.53,0
684.0,France,Male,58,4,0.0,2,1,0,171104.68,0
604.0,France,Male,24,7,0.0,2,1,0,122347.33,0
634.0,Germany,Female,58,9,36118.89,1,1,0,69607.12,0
798.0,France,Female,38,7,121718.78,2,0,0,24561.22,0
743.0,France,Male,32,6,189420.45,1,1,1,160196.98,0
585.0,France,Female,28,9,0.0,2,0,0,103835.84,0
711.0,Germany,Male,42,1,73267.32,1,1,1,84453.71,0
735.0,Spain,Male,57,0,0.0,1,1,1,6335.58,0
716.0,France,Male,37,6,175536.53,2,1,1,151137.14,0
629.0,France,Male,32,4,24421.92,2,1,0,79621.13,0
794.0,France,Female,55,8,0.0,2,0,1,26601.55,1
801.0,France,Male,33,6,125154.25,2,0,1,20250.83,0
648.0,Germany,Female,18,10,0.0,2,1,1,154522.43,0
715.0,France,Male,38,8,76563.0,4,1,1,70000.53,1
502.0,Germany,Male,32,0,9083.94,1,1,1,178069.57,0
480.0,France,Male,24,0,142941.15,2,1,0,130413.76,1
850.0,France,Male,44,1,0.0,1,0,1,94447.35,1
728.0,France,Male,48,10,0.0,1,1,1,8211.58,0
645.0,France,Female,54,1,0.0,1,1,1,159099.75,0
677.0,France,Female,26,2,0.0,2,1,0,42637.17,0
706.0,France,Male,48,1,196245.8,2,0,0,197344.48,1
747.0,France,Male,25,5,123797.16,1,0,0,185938.75,0
672.0,France,Male,23,0,0.0,1,1,1,199463.76,0
714.0,France,Male,29,9,211354.83,1,0,1,171242.72,0
537.0,Germany,Female,32,6,86365.76,1,0,1,122470.85,0
711.0,Spain,Female,32,0,0.0,2,1,1,27244.6,0
548.0,France,Male,29,8,7555.56,1,1,1,64609.02,0
575.0,Germany,Female,33,10,0.0,1,0,1,2488.45,0
681.0,France,Male,25,4,102719.51,1,1,1,153556.19,0
708.0,France,Female,27,6,45987.69,1,1,1,87554.37,0
710.0,France,Male,37,10,132932.6,2,1,0,138565.67,0
703.0,Germany,Male,47,10,116235.24,3,1,1,191886.93,1
661.0,France,Female,56,8,0.0,1,1,1,107598.68,0
672.0,Spain,Male,44,1,126553.78,1,1,1,4343.98,0
575.0,Spain,Male,38,8,60862.47,1,1,1,81696.73,0
601.0,France,Male,58,8,84322.43,1,1,0,148888.8,0
663.0,Spain,Male,34,6,0.0,2,0,1,140187.23,0
850.0,Germany,Male,38,0,57474.77,1,1,1,60940.4,0
683.0,France,Female,40,6,80288.86,1,1,1,26332.9,0
646.0,France,Female,44,5,0.0,1,1,0,64707.28,0
641.0,Germany,Male,27,10,71927.21,1,0,1,133103.28,0
514.0,Spain,Female,33,7,100095.91,2,1,0,19453.83,1
468.0,Germany,Female,40,0,0.0,2,1,1,188036.28,0
695.0,Spain,Male,42,6,205164.41,2,1,0,22021.03,0
653.0,France,Male,43,7,0.0,1,1,0,188607.0,1
675.0,France,Male,51,10,0.0,2,0,1,23018.22,0
678.0,Germany,Male,45,1,141362.29,1,1,0,113234.26,1
537.0,Germany,Male,45,9,161836.37,2,1,0,20099.95,1
693.0,France,Male,34,5,0.0,2,1,1,112072.62,0
625.0,France,Male,32,7,83548.41,2,1,1,146473.01,0
686.0,Germany,Female,35,6,0.0,2,1,1,194482.49,0
641.0,France,Male,41,10,0.0,1,1,1,134329.68,1
752.0,Germany,Female,36,6,181867.68,2,0,1,131150.82,0
674.0,Spain,Male,60,4,251290.37,2,0,0,124008.07,1
654.0,Spain,Male,44,6,0.0,2,1,0,169040.28,0
780.0,Spain,Female,49,2,0.0,1,0,1,118258.74,0
704.0,France,Female,30,7,65185.21,1,1,1,86143.47,0
561.0,France,Female,48,8,0.0,2,1,0,51242.37,0
515.0,France,Male,45,6,57346.32,1,0,0,41734.83,0
785.0,France,Female,32,7,38782.84,1,1,1,173619.0,0
663.0,France,Male,51,10,152636.54,2,1,1,51318.38,0
674.0,Spain,Female,52,3,119252.13,2,0,0,49855.45,0
616.0,Germany,Female,29,9,75938.54,2,0,1,141971.12,0
700.0,France,Male,31,1,68809.89,3,0,1,81147.85,1
788.0,Germany,Female,29,8,0.0,1,1,0,59010.26,0
566.0,France,Female,40,0,181461.72,2,0,1,123701.83,0
778.0,Germany,Female,36,5,0.0,1,0,0,154116.95,1
706.0,France,Male,45,6,97133.02,2,0,1,199984.31,0
643.0,Germany,Male,36,7,83596.59,2,1,1,20359.38,0
507.0,Spain,Male,36,0,66950.19,1,1,0,86067.82,0
639.0,France,Female,39,4,0.0,2,1,0,21164.68,0
583.0,France,Female,33,5,106672.31,1,0,1,160600.6,0
685.0,Germany,Male,47,3,76862.0,1,1,0,52245.88,1
806.0,France,Male,48,1,173871.61,2,1,1,77597.16,0
758.0,France,Female,18,10,180621.53,1,1,0,162300.07,0
648.0,Germany,Male,39,9,104424.63,1,1,0,93091.96,0
609.0,Spain,Female,29,2,0.0,1,0,1,61806.28,0
694.0,Spain,Female,39,1,0.0,1,1,0,92921.11,0
545.0,France,Female,33,1,49364.42,2,1,1,119618.18,0
736.0,Spain,Male,35,4,172607.17,2,1,0,126403.65,0
603.0,France,Male,49,7,0.0,1,1,1,198040.23,0
684.0,Spain,Male,26,3,114968.92,1,0,1,61649.37,0
591.0,Germany,Male,47,5,71510.81,1,1,0,179866.09,0
723.0,France,Female,34,10,47073.59,2,1,0,47441.94,0
570.0,Spain,Female,25,1,83412.34,1,1,0,70471.93,0
630.0,Spain,Male,30,9,44491.07,1,0,0,34549.15,1
490.0,France,Male,41,5,0.0,1,0,0,92366.36,0
616.0,France,Male,28,3,158302.6,2,1,1,76592.79,0
583.0,France,Female,42,0,0.0,1,1,0,187196.68,0
531.0,France,Male,49,7,70572.67,2,1,1,44630.42,0
586.0,France,Female,30,2,25966.71,2,1,1,116971.65,0
587.0,France,Male,42,6,0.0,2,1,0,156331.02,1
603.0,France,Male,46,0,91602.04,1,1,0,70992.78,0
773.0,Germany,Male,24,5,123925.6,1,0,1,161360.56,0
703.0,Spain,Female,41,0,85361.4,1,1,0,13875.71,1
617.0,France,Female,31,2,0.0,1,0,1,28615.87,0
